web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639401400-1853;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/15291-hyaluronic-cream;AHC;Hyaluronic Cream;Hyaluronic Cream;Rp 450.000Rp 292.500;04.07;-23;21;Yes (19);No (0);Maybe (4)
1639401387-1851;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/15252-new-ceramidin-cream;Dr Jart;New Ceramidin Cream;New Ceramidin Cream;Rp 630.000Rp 567.000;04.04;-8;7;Yes (4);No (0);Maybe (4)
1639401328-1844;https://www.sociolla.com/178-moisturizer?page=36;;https://www.sociolla.com/face-cream-lotion/15247-v7-pink-toning;Dr Jart;V7 Pink Toning;V7 Pink Toning;Rp 685.000Rp 616.500;04.00;-4;3;Yes (1);No (3);Maybe (0)
1639401881-1919;https://www.sociolla.com/178-moisturizer?page=30;;https://www.sociolla.com/face-cream-lotion/28025-white-radiance-whip;Olay;White Radiance Whip;White Radiance Whip;Rp299.000;04.04;-2;2;Yes (1);No (0);Maybe (1)
1639404227-2245;https://www.sociolla.com/178-moisturizer?page=9;;https://www.sociolla.com/face-cream-lotion/12825-skin-barrier-face-moisturizer;Erha;Skin Barrier Face Moisturizer;Skin Barrier Face Moisturizer;Rp 86.900Rp 76.472;04.05;-209;166;Yes (137);No (19);Maybe (53)
1639402210-1964;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/56979-wonderskin-energy-lotion;Joylab;Wonderskin Energy Lotion;Wonderskin Energy Lotion;Rp 270.000Rp 234.900;null;null;null;null;null;null
1639402320-1979;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-cream-lotion/28027-white-radiance-whip-active-moisturizer-uv-krim;Olay;White Radiance Whip Active Moisturizer UV Krim;White Radiance Whip Active Moisturizer UV Krim;Rp299.000;null;null;null;Yes (0);No (0);Maybe (1)
1639401157-1813;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-cream-lotion/11418-balancing-face-lotion;TRILOGY;Balancing Face Lotion;Balancing Face Lotion;;04.00;-21;18;Yes (3);No (3);Maybe (15)
1639404605-2300;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-cream-lotion/28428-lightening-night-cream-advanced-niacinamide;Wardah;Lightening Night Cream Advanced Niacinamide;Lightening Night Cream Advanced Niacinamide;Rp 29.000 - Rp 45.000;04.07;-384;336;Yes (298);No (25);Maybe (61)
1639404934-2351;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-gel/10871-ms-pimple-acne-solution-moisturizing-gel-;Emina;Ms Pimple Acne Solution Moisturizing Gel;Ms Pimple Acne Solution Moisturizing Gel;Rp24.000;04.05;-835;700;Yes (456);No (137);Maybe (242)
1639401056-1795;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-cream-lotion/8264-serum-vegetal-radiance-lotion;Yves Rocher;Serum Vegetal Radiance Lotion;Serum Vegetal Radiance Lotion;Rp219.000;04.05;-11;9;Yes (8);No (1);Maybe (2)
1639404152-2233;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-cream-lotion/15996-oil-balancing-mattifying-facial-mosturiser;Sukin;Oil Balancing Mattifying Facial Moisturiser;Oil Balancing Mattifying Facial Moisturiser;Rp 190.000Rp 123.500;04.02;-91;68;Yes (43);No (23);Maybe (25)
1639402643-2021;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/4400-dailyadvance-lotion-85-g;Cetaphil;Dailyadvance Lotion® 85 g;Dailyadvance Lotion® 85 g;Rp 249.000Rp 174.300;04.01;-83;68;Yes (46);No (17);Maybe (20)
1639402461-1998;https://www.sociolla.com/178-moisturizer?page=24;;https://www.sociolla.com/face-cream-lotion/26557-hydro-aid-moisturizing-soothing-cream;Sulwhasoo;Hydro aid Moisturizing Soothing Cream;Hydro aid Moisturizing Soothing Cream;Rp 1.350.000Rp 1.012.500;04.08;-1;1;Yes (1);No (0);Maybe (0)
1639404318-2259;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-oil/16080-rosehip-seed-oil;Kleveru;Rosehip Seed Oil;Rosehip Seed Oil;Rp 132.000Rp 79.200;04.02;-102;95;Yes (52);No (20);Maybe (30)
1639401992-1934;https://www.sociolla.com/178-moisturizer?page=29;;https://www.sociolla.com/face-cream-lotion/59481-moonlight-radiance-cream-for-sensitive-skin;Terra Beaute;Moonlight Radiance Cream for Sensitive Skin;Moonlight Radiance Cream for Sensitive Skin;Rp195.000;null;null;null;null;null;null
1639402943-2061;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/47729-moonlight-radiance-cream;Terra Beaute;Moonlight Radiance Cream;Moonlight Radiance Cream;Rp195.000;04.09;-4;4;Yes (4);No (0);Maybe (0)
1639403709-2169;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/55033-lng-radian-c-cream-30ml-ol21;Laneige;LNG Radian-C Cream 30ML (OL21);LNG Radian-C Cream 30ML (OL21);Rp 593.000Rp 360.000;04.06;-10;7;Yes (7);No (0);Maybe (3)
1639402248-1970;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/60096-dazzling-glow-up-protection-day-cream;YOU Makeups;Dazzling Glow Up Protection Day Cream;Dazzling Glow Up Protection Day Cream;Rp 30.000 - Rp 60.000Rp 25.500 - Rp 51.000;04.08;-1;1;Yes (1);No (0);Maybe (0)
1639401700-1894;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-cream-lotion/11002-herbal-esthetic;KOSE;Sekkisei Herbal Esthetic;Sekkisei Herbal Esthetic;Rp769.000;04.03;-1;1;Yes (0);No (0);Maybe (1)
1639401486-1866;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-cream-lotion/14399-white-aqua-brightening-moisturizer;Pixy;White Aqua Brightening Moisturizer;White Aqua Brightening Moisturizer;Rp75.000;04.05;-148;134;Yes (95);No (19);Maybe (34)
1639402923-2058;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/7851-sebium-global;Bioderma;Sebium Global;Sebium Global;Rp 286.000Rp 228.800;04.03;-471;424;Yes (218);No (83);Maybe (170)
1639403387-2123;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-gel/27414-aloe-real-cool-soothing-gel;Benton;Aloe Real Cool Soothing Gel;Aloe Real Cool Soothing Gel;Rp 120.000Rp 72.000;04.05;-194;166;Yes (132);No (11);Maybe (51)
1639404996-2361;https://www.sociolla.com/178-moisturizer?page=1;;https://www.sociolla.com/face-cream-lotion/16674-even-brighter-day-cream;The Aubree;Even Brighter Day Cream;Even Brighter Day Cream;Rp99.000;04.05;-229;197;Yes (125);No (33);Maybe (71)
1639404398-2270;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-cream-lotion/16132-crystallure-superme-revitalizing-rich-cream;Wardah;Crystallure Superme Revitalizing Rich Cream;Crystallure Superme Revitalizing Rich Cream;Rp220.000;04.06;-55;44;Yes (38);No (3);Maybe (14)
1639401173-1816;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-mist/11414-hydrating-mist-toner;TRILOGY;Hydrating Mist Toner;Hydrating Mist Toner;Rp410.000;04.03;-7;7;Yes (6);No (0);Maybe (1)
1639402297-1977;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/57899-age-defense-night-cream;null;;null;null;null;null;null;null;null;null
1639401887-1920;https://www.sociolla.com/178-moisturizer?page=30;;https://www.sociolla.com/face-cream-lotion/27992-base-lotion;Olay;Base Lotion;Base Lotion;Rp49.500;04.06;-16;14;Yes (14);No (0);Maybe (2)
1639404020-2213;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-oil/14802-grapeseed-oil;Haple;Grapeseed Oil;Grapeseed Oil;Rp 49.000Rp 39.200;04.03;-753;635;Yes (397);No (150);Maybe (206)
1639402835-2046;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-gel/15158-bright-and-glow-skin-nutrition-gel-creme;Innertrue;Bright & Glow Skin Nutrition Gel Crème;Bright & Glow Skin Nutrition Gel Crème;Rp 130.000Rp 104.000;04.04;-15;13;Yes (6);No (3);Maybe (6)
1639404630-2304;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/moisturizer/33904-blemish-control-oil-free-moisturiser;Sukin;Blemish Control Oil Free Moisturizer;Blemish Control Oil Free Moisturizer;Rp 190.000Rp 123.500;04.05;-72;62;Yes (47);No (4);Maybe (21)
1639402806-2042;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/28434-total-effects-7in1-day-cream-gentle-spf-15-anti-ageing-night-cream-and-japanese-camellia-nourishing-sheet-mask;null;null;null;null;null;null;null;null;null;null
1639403008-2070;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/7922-moisturizing-cream;Cetaphil;Moisturizing Cream;Moisturizing Cream;Rp 274.000 - Rp 619.000Rp 178.100 - Rp 464.250;null;null;null;Yes (90);No (23);Maybe (32)
1639404976-2358;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-cream-lotion/55049-scarlett-brightly-ever-after-night-cream;Scarlett Whitening;Scarlett Whitening Brightly Ever After Night Cream;Scarlett Whitening Brightly Ever After Night Cream;Rp 82.500Rp 74.250;04.06;-352;302;Yes (258);No (18);Maybe (76)
1639401713-1896;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-oil/26261-rice-bran-oil;Natosh Indonesia;Rice Bran Oil;Rice Bran Oil;Rp60.000;04.05;-5;4;Yes (3);No (2);Maybe (0)
1639401104-1803;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-oil/14059-rosehip-oil;Indoganic;Rosehip Oil;Rosehip Oil;Rp189.000;04.04;-79;72;Yes (54);No (10);Maybe (15)
1639404758-2323;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-oil/57397-bio-beauty-lab-face-oil-complete-set-5-ml;Bio Beauty Lab;Bio Beauty Lab Face Oil Complete Set - 5 ml;Bio Beauty Lab Face Oil Complete Set - 5 ml;Rp240.000;null;null;null;null;null;null
1639403394-2124;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-mist/25945-healthy-glow-face-mist-cucumber-hydrating;Jarte Beauty;Healthy Glow Face Mist Cucumber Hydrating;Healthy Glow Face Mist Cucumber Hydrating;Rp 95.000Rp 57.000;03.08;-3;1;Yes (1);No (1);Maybe (1)
1639403567-2149;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-gel/27715-lightening-day-gel;Wardah;Lightening Day Gel;Lightening Day Gel;Rp 28.500 - Rp 44.000;04.06;-285;260;Yes (183);No (17);Maybe (85)
1639404666-2309;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-cream-lotion/16730-all-day-calming-cream;Like Im Five;All Day Calming Cream;All Day Calming Cream;Rp 249.000Rp 174.300;04.06;-10;8;Yes (5);No (1);Maybe (4)
1639403051-2075;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/13769-blueberry-hydrating-cream;Frudia;Blueberry Hydrating Cream;Blueberry Hydrating Cream;Rp380.000;04.05;-7;6;Yes (5);No (1);Maybe (1)
1639401073-1798;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-mist/52765-gwp-pure-rose-water;Haple;Pure Rose Water;Pure Rose Water;;04.07;-36;35;Yes (25);No (0);Maybe (11)
1639403106-2083;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/14443-beauty-filter-cream-glow;Son&Park;Beauty Filter Cream Glow;Beauty Filter Cream Glow;Rp 490.000Rp 367.500;04.07;-32;32;Yes (27);No (1);Maybe (4)
1639404088-2223;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-cream-lotion/15782-hydrium-moisture-power-enriched-cream;COSRX;Hydrium Moisture Power Enriched Cream;Hydrium Moisture Power Enriched Cream;Rp 315.000Rp 204.750;04.05;-118;105;Yes (79);No (5);Maybe (34)
1639403668-2163;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/11714-essenherb-tea-tree-cream;essenHerb;EssenHerb Tea Tree Cream;EssenHerb Tea Tree Cream;Rp 289.000Rp 187.850;04.03;-71;65;Yes (35);No (11);Maybe (25)
1639404728-2318;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-cream-lotion/28394-mugwort-cream;I'm From;Mugwort Cream;Mugwort Cream;Rp 400.000Rp 340.000;04.06;-68;53;Yes (49);No (7);Maybe (12)
1639404182-2237;https://www.sociolla.com/178-moisturizer?page=9;;https://www.sociolla.com/face-cream-lotion/10216-centella-70-cream;PureHeals;Centella 70 Cream;Centella 70 Cream;Rp250.000;04.05;-41;35;Yes (18);No (7);Maybe (16)
1639404791-2328;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-oil/33934-grape-seed-serum-oil;Purivera Botanicals;Blue Grapeseed Serum Oil - Anti Acne - Jerawat - Bakuchiol As Salicylic Acid 2% Alternative;Blue Grapeseed Serum Oil - Anti Acne - Jerawat - Bakuchiol As Salicylic Acid 2% Alternative;Rp 110.000Rp 82.500;04.03;-175;147;Yes (93);No (38);Maybe (44)
1639402605-2017;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/7834-atoderm-creme;Bioderma;Atoderm Creme;Atoderm Creme;Rp 262.900 - Rp 396.000Rp 210.320 - Rp 316.800;04.04;-367;340;Yes (192);No (37);Maybe (138)
1639401345-1846;https://www.sociolla.com/178-moisturizer?page=36;;https://www.sociolla.com/face-cream-lotion/16796-phyto-cream;Sarange;Phyto Cream;Phyto Cream;;04.04;-74;57;Yes (35);No (9);Maybe (30)
1639402783-2039;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-cream-lotion/55459-seastem-marine-barrier-cream;Sensatia Botanicals;Seastem Marine Barrier Cream;Seastem Marine Barrier Cream;Rp 350.000Rp 280.000;null;null;null;null;null;null
1639402148-1956;https://www.sociolla.com/178-moisturizer?page=28;;https://www.sociolla.com/face-gel/59588-homme-active-water-moisturizer-ol0721;Laneige;Homme Active Water Moisturizer(OL0721);Homme Active Water Moisturizer(OL0721);Rp 536.000Rp 320.000;04.07;-2;1;Yes (1);No (1);Maybe (0)
1639402861-2049;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-oil/11412-rosehip-oil-antioxidant;TRILOGY;Rosehip Oil Antioxidant+;Skincare;Rp480.000;null;null;null;null;null;null
1639401554-1877;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-oil/24689-calendula-oil-100-organic-cold-pressed;Everpure;Calendula Oil - Cold-Pressed;Calendula Oil - Cold-Pressed;Rp 108.000Rp 97.200;04.09;-13;13;Yes (9);No (1);Maybe (3)
1639404032-2215;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-oil/14804-rice-bran-oil;Haple;Rice Bran Oil;Rice Bran Oil;Rp 59.000Rp 47.200;04.04;-296;253;Yes (155);No (53);Maybe (88)
1639403301-2111;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-mist/13439-aloe-and-cucumber-facial-mist;Sensatia Botanicals;Aloe & Cucumber Facial Mist;Aloe & Cucumber Facial Mist;Rp 100.000Rp 80.000;04.03;-57;49;Yes (28);No (9);Maybe (20)
1639404276-2252;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-cream-lotion/52292-blue-chamomile-soothing-cream;Mamonde;Blue Chamomile Soothing Cream;Blue Chamomile Soothing Cream;Rp 450.000Rp 382.500;04.07;-6;6;Yes (3);No (0);Maybe (3)
1639403002-2069;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/60908-white-radiance-luminous-lotion-uv;Olay;White Radiance Luminous Lotion UV;White Radiance Luminous Lotion UV;Rp35.000;null;null;null;null;null;null
1639404512-2287;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-oil/16677-almond-and-rosehip-oil-blend;The Aubree;Almond & Rosehip Oil Blend;Almond & Rosehip Oil Blend;Rp 89.000Rp 62.300;04.05;-155;127;Yes (90);No (20);Maybe (45)
1639402586-2014;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-oil/24694-sweet-almond-oil-100-organic-cold-pressed;Everpure;Sweet Almond Oil -  Cold-Pressed;Sweet Almond Oil -  Cold-Pressed;Rp 57.000Rp 51.300;04.05;-55;50;Yes (31);No (5);Maybe (19)
1639402679-2025;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/59575-let-s-carrot-moisture-cream;Benton;Let's Carrot Moisture Cream;Let's Carrot Moisture Cream;Rp 290.000Rp 174.000;04.08;-1;0;Yes (1);No (0);Maybe (0)
1639403428-2129;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-oil/57407-bio-beauty-lab-acne-treatment-face-oil-twinpack-10-ml;Bio Beauty Lab;Bio Beauty Lab Acne Treatment Face Oil Twinpack - 10 ml;Bio Beauty Lab Acne Treatment Face Oil Twinpack - 10 ml;Rp 390.000Rp 343.200;null;null;null;null;null;null
1639403791-2180;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/26685-first-defense-brightening-day-cream;Mineral Botanica;First Defense + Brightening Day Cream;First Defense + Brightening Day Cream;Rp 52.000Rp 39.000;04.07;-24;18;Yes (15);No (3);Maybe (6)
1639401152-1812;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-cream-lotion/23740-mini-water-drop-tone-up-cream;SNP;mini Water Drop Tone Up Cream;mini Water Drop Tone Up Cream;Rp 45.000Rp 38.250;04.06;-76;69;Yes (53);No (7);Maybe (16)
1639404426-2274;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-cream-lotion/28003-regenerist-mircro-sculpting-cream-night;Olay;Regenerist Mircro-sculpting Cream Night;Regenerist Mircro-sculpting Cream Night;Rp 275.000Rp 239.250;04.06;-18;16;Yes (13);No (1);Maybe (4)
1639403500-2139;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-gel/28497-aloe-vera-intensive-soothing-gel;SNP;Aloe Vera Intensive Soothing Gel;Aloe Vera Intensive Soothing Gel;Rp 100.000Rp 50.000;04.08;-24;22;Yes (19);No (0);Maybe (5)
1639402993-2068;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/12394-banila-co-dear-hydration-balancing-moisturizer;banila co.;Banila Co Dear Hydration Balancing Moisturizer;Banila Co Dear Hydration Balancing Moisturizer;Rp340.000;04.06;-8;7;Yes (4);No (0);Maybe (4)
1639404703-2314;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-cream-lotion/58791-rich-moist-soothing-cream-miniature;Dear Klairs;Rich Moist Soothing Cream Miniature;Rich Moist Soothing Cream Miniature;Rp 115.000Rp 97.750;04.07;-101;92;Yes (75);No (3);Maybe (23)
1639402972-2065;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/9669-supple-preparation-all-over-lotion;Dear Klairs;Supple Preparation All Over Lotion;Supple Preparation All Over Lotion;Rp370.000;04.03;-32;28;Yes (22);No (4);Maybe (6)
1639401491-1867;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-oil/24688-avocado-oil-100-organic-cold-pressed;Everpure;Avocado Oil - Cold-Pressed;Avocado Oil - Cold-Pressed;Rp 72.000Rp 64.800;04.06;-18;17;Yes (16);No (0);Maybe (2)
1639404132-2230;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-cream-lotion/28507-prep-vitaronic-gel-cream;SNP;PREP Vitaronic Gel Cream;PREP Vitaronic Gel Cream;Rp 180.000Rp 158.400;04.08;-40;33;Yes (36);No (2);Maybe (2)
1639401015-1789;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-oil/24266-blackcumin-seed-oil;Haple;Blackcumin Seed Oil;Blackcumin Seed Oil;;04.02;-6;5;Yes (3);No (1);Maybe (2)
1639402828-2045;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-gel/15159-all-day-happiness-skin-nutrition-gel-creme;Innertrue;All Day Happiness Skin Nutrition Gel Crème;All Day Happiness Skin Nutrition Gel Crème;Rp 130.000Rp 104.000;04.07;-14;13;Yes (7);No (0);Maybe (7)
1639403021-2072;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/60631-skin-conditioning-milk;Hatomugi;Skin Conditioning Milk;Skin Conditioning Milk;Rp 99.500Rp 89.550;04.03;-4;2;Yes (3);No (0);Maybe (1)
1639402897-2055;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/25592-waso-giga-hydrating-rich-cream;Shiseido;Waso Giga Hydrating Rich Cream;Waso Giga Hydrating Rich Cream;Rp 630.000Rp 535.500;04.03;-2;1;Yes (1);No (0);Maybe (1)
1639403960-2204;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/60116-manuka-magnolia-anti-acne-water-cream;Bloomka;Manuka + Magnolia Anti Acne Water Cream;Manuka + Magnolia Anti Acne Water Cream;Rp 129.000Rp 90.300;04.05;-10;7;Yes (7);No (2);Maybe (1)
1639403995-2209;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/59019-calming-moisture-balm;Pyunkang Yul;Calming Moisture Balm;Calming Moisture Balm;Rp 240.000Rp 144.000;04.05;-10;4;Yes (8);No (1);Maybe (1)
1639401640-1886;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-cream-lotion/60071-mugwort-tripeptide-gel-cream;True To Skin;Mugwort Tripeptide Gel Cream;Mugwort Tripeptide Gel Cream;Rp115.000;04.07;-66;41;Yes (56);No (2);Maybe (8)
1639401067-1797;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-cream-lotion/12651-acne-daily-cream;Zoya Cosmetics;Acne Daily Cream;Acne Daily Cream;;04.01;-17;15;Yes (7);No (3);Maybe (7)
1639403607-2154;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/55259-comfort-zone-moisturizer;Hale;Comfort Zone Moisturizer;Comfort Zone Moisturizer;Rp129.000;04.03;-120;99;Yes (71);No (17);Maybe (32)
1639404868-2341;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-cream-lotion/53772-cica-care-cream;Jarte Beauty;CICA Care Cream;CICA Care Cream;Rp115.000;04.05;-276;216;Yes (159);No (25);Maybe (92)
1639403470-2135;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-cream-lotion/10810-enriched-divine-pearl-cream-;Klavuu;Enriched Divine Pearl Cream;Enriched Divine Pearl Cream;Rp 849.000Rp 594.300;04.02;-31;26;Yes (11);No (3);Maybe (17)
1639401661-1889;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-cream-lotion/10733-perfect-bright-moisturizer-spf-28;Wardah;Perfect Bright Moisturizer SPF 28;Perfect Bright Moisturizer SPF 28;Rp26.500;04.04;-665;604;Yes (438);No (86);Maybe (141)
1639404404-2271;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-cream-lotion/61620-noni-probiotics-comfort-me-moisturizer;NPure;"Noni Probiotics ""Comfort Me"" Moisturizer";"Noni Probiotics ""Comfort Me"" Moisturizer";Rp89.000;04.09;-35;12;Yes (33);No (0);Maybe (2)
1639401109-1804;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-cream-lotion/3380-lightening-night-cream-step-2;Wardah;Lightening Night Cream Step 2;Lightening Night Cream Step 2;;04.01;-353;274;Yes (138);No (104);Maybe (111)
1639402066-1944;https://www.sociolla.com/178-moisturizer?page=29;;https://www.sociolla.com/face-cream-lotion/59590-white-dew-emulsion-100ml-ol0721;Laneige;White Dew Emulsion 100ml (OL0721);White Dew Emulsion 100ml (OL0721);Rp 450.000Rp 333.000;null;null;null;null;null;null
1639403989-2208;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/60633-sea-buckthorn-day-cream;Kleveru;Sea Buckthorn Day Cream;Sea Buckthorn Day Cream;Rp 99.000Rp 89.100;04.08;-3;3;Yes (2);No (0);Maybe (1)
1639403057-2076;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/15625-the-aesthe-youth-cream;AHC;The Aesthe Youth Cream;The Aesthe Youth Cream;Rp 600.000Rp 420.000;04.07;-8;7;Yes (5);No (1);Maybe (2)
1639401300-1839;https://www.sociolla.com/178-moisturizer?page=36;;https://www.sociolla.com/face-oil/14060-argan-oil;Indoganic;Argan Oil;Argan Oil;Rp169.000;04.03;-17;12;Yes (10);No (4);Maybe (3)
1639402449-1997;https://www.sociolla.com/178-moisturizer?page=24;;https://www.sociolla.com/face-cream-lotion/10445-atoderm-pp-baume;Bioderma;Atoderm PP Baume;Atoderm PP Baume;Rp 363.000Rp 290.400;04.06;-43;38;Yes (26);No (2);Maybe (15)
1639401451-1862;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/47941-kem-duong-can-bang-do-am-green-tea-balancing-cream-ex;Innisfree;Green Tea Balancing Cream EX;Green Tea Balancing Cream EX;Rp260.000;null;null;null;null;null;null
1639403893-2194;https://www.sociolla.com/178-moisturizer?page=12;;https://www.sociolla.com/face-cream-lotion/48937-kem-duong-da-cam-gao;KEANA NADESHIKO;KEANA Rice Cream;KEANA Rice Cream;Rp 249.000Rp 224.100;05.00;-4;3;Yes (4);No (0);Maybe (0)
1639403073-2079;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/12134-liquid-glow-moisturizer;Make Over;Liquid Glow Moisturizer;Liquid Glow Moisturizer;Rp131.000;04.05;-91;88;Yes (59);No (6);Maybe (26)
1639403554-2147;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-cream-lotion/23996-deep-green-tea-lotion;Benton;Deep Green Tea Lotion;Deep Green Tea Lotion;Rp 210.000Rp 126.000;04.02;-140;114;Yes (73);No (19);Maybe (48)
1639402520-2006;https://www.sociolla.com/178-moisturizer?page=24;;https://www.sociolla.com/face-cream-lotion/55540-green-tea-seed-cream;Innisfree;Green Tea seed cream;Green Tea seed cream;Rp340.000;04.05;-25;21;Yes (12);No (4);Maybe (9)
1639402904-2056;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/15412-essentials-souffle;KOSE;Sekkisei Essential Souffle;Sekkisei Essential Souffle;Rp599.000;04.08;-19;16;Yes (16);No (0);Maybe (3)
1639401089-1801;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-oil/14541-sweet-almond-oil;Organic Supply Co;Sweet Almond Oil;Sweet Almond Oil;Rp 85.000 - Rp 150.000;04.00;-1;1;Yes (0);No (0);Maybe (1)
