web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639390264-533;https://www.sociolla.com/179-treatment?page=19;;https://www.sociolla.com/face-serum/57424-10-niacinamide-watermelon-extract-face-serum;Dear Me Beauty;10% Niacinamide + Watermelon Extract Face Serum;10% Niacinamide + Watermelon Extract Face Serum;Rp 69.000 - Rp 109.000;04.07;-448;362;Yes (350);No (20);Maybe (78)
1639387909-157;https://www.sociolla.com/179-treatment?page=43;;https://www.sociolla.com/essence/8795-dermo-expertise-revitalift-daily-intensive-essence;Loreal Paris;Dermo Expertise Revitalift Daily Intensive Essence;Dermo Expertise Revitalift Daily Intensive Essence;Rp 245.000Rp 188.650;04.04;-57;45;Yes (33);No (7);Maybe (17)
1639391603-744;https://www.sociolla.com/179-treatment?page=1;;https://www.sociolla.com/ampoule/24324-miraculous-retinol-ampoule;Avoskin;Miraculous Retinol Ampoule;Miraculous Retinol Ampoule;Rp 273.900Rp 205.425;04.06;(1,8k);1578;Yes (1,4k);No (56);Maybe (318)
1639390665-598;https://www.sociolla.com/179-treatment?page=14;;https://www.sociolla.com/face-serum/47696-miraclear-herbal-peeling-serum;Azarine;Miraclear Herbal Peeling Serum;Miraclear Herbal Peeling Serum;Rp29.500;04.07;-988;815;Yes (787);No (51);Maybe (150)
1639389453-404;https://www.sociolla.com/179-treatment?page=27;;https://www.sociolla.com/face-serum/57429-8-snap-8-peptide-avocado-extract-face-serum;Dear Me Beauty;8% Snap 8 Peptide + Avocado Extract Face Serum;8% Snap 8 Peptide + Avocado Extract Face Serum;Rp179.000;04.08;-131;123;Yes (118);No (1);Maybe (12)
1639388896-313;https://www.sociolla.com/179-treatment?page=32;;https://www.sociolla.com/face-serum/55351-glow-serum;Zlota;Glow Serum;Glow Serum;Rp158.000;04.05;-59;51;Yes (45);No (6);Maybe (8)
1639390065-502;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/lip-care/58209-love-beauty-and-planet-hand-cream-luscious-hydration;Love Beauty And Planet;Love Beauty and Planet Hand Cream Luscious Hydration;Love Beauty and Planet Hand Cream Luscious Hydration;Rp 45.000Rp 35.100;04.06;-54;45;Yes (39);No (0);Maybe (15)
1639388957-323;https://www.sociolla.com/179-treatment?page=32;;https://www.sociolla.com/toner/27562-stay-toned-balancing-essence-toner-twinpack;Hale;Stay Toned. Balancing Essence Toner Twinpack;Stay Toned. Balancing Essence Toner Twinpack;Rp258.000;null;null;null;null;null;null
1639389339-384;https://www.sociolla.com/179-treatment?page=28;;https://www.sociolla.com/face-serum/60866-serum-peptide-concentrate;Votre Peau;Serum Peptide Concentrate;Serum Peptide Concentrate;Rp 185.000Rp 155.400;04.08;-5;2;Yes (4);No (0);Maybe (1)
1639387300-68;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/toner/57013-nuoc-hoa-hong-purito-centella-unscented-toner-200ml;Purito;Centella Unscented Toner;Centella Unscented Toner;Rp 473.000Rp 307.450;null;null;null;null;null;null
1639390871-633;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/eye-care/55695-steambase-daily-eyemask-rose-garden-5pcs;Steambase;STEAMBASE WARMING EYEMASK - ROSE GARDEN (5PCS);STEAMBASE WARMING EYEMASK - ROSE GARDEN (5PCS);Rp 79.600Rp 71.640;null;null;null;null;null;null
1639388864-308;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/toner/58909-soothing-toner;Everwhite;Soothing Toner;Soothing Toner;Rp 101.200Rp 80.960;04.05;-12;6;Yes (6);No (0);Maybe (6)
1639389820-465;https://www.sociolla.com/179-treatment?page=23;;https://www.sociolla.com/eye-care/9372-erha-21-under-eye-supressor;Erha;Under Eye Supressor;Under Eye Supressor;Rp 197.450Rp 173.756;04.00;-53;38;Yes (18);No (17);Maybe (18)
1639388361-227;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/toner/9360-erha-3-balancing-toner;Erha;ERHA 3 Balancing Toner;ERHA 3 Balancing Toner;Rp 81.950Rp 72.116;04.03;-52;41;Yes (26);No (12);Maybe (14)
1639388627-269;https://www.sociolla.com/179-treatment?page=35;;https://www.sociolla.com/face-serum/55380-erha-x-aqua-re-fresh-hydrating-serum;Erha;ERHA X AQUA Re-Fresh Hydrating Serum;ERHA X AQUA Re-Fresh Hydrating Serum;Rp 165.000Rp 141.900;04.06;-14;12;Yes (11);No (2);Maybe (1)
1639388858-307;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/toner/27866-licorice-toner;I trust nature;Licorice Toner;Skincare;Rp169.000;04.07;-151;150;Yes (119);No (3);Maybe (29)
1639388457-242;https://www.sociolla.com/179-treatment?page=37;;https://www.sociolla.com/toner/54823-daily-skin-hydrating-water;Dear Klairs;Daily Skin Hydrating Water;Daily Skin Hydrating Water;Rp 400.000Rp 320.000;04.08;-16;14;Yes (15);No (0);Maybe (1)
1639391344-705;https://www.sociolla.com/179-treatment?page=6;;https://www.sociolla.com/face-serum/52502-your-skin-bae-series-byeacne-byeblackhead-salicylic-acid-2-zinc;Avoskin;YOUR SKIN BAE SERIES ByeAcne ByeBlackhead Salicylic Acid 2% + Zinc;YOUR SKIN BAE SERIES ByeAcne ByeBlackhead Salicylic Acid 2% + Zinc;Rp 152.900Rp 137.610;04.06;-685;563;Yes (464);No (43);Maybe (178)
1639389488-409;https://www.sociolla.com/179-treatment?page=26;;https://www.sociolla.com/face-serum/24553-sakura-white-30x-hyaluron-booster-serum;Garnier;Garnier Sakura White 30x Hyaluron Booster Serum;Garnier Sakura White 30x Hyaluron Booster Serum;Rp 75.000 - Rp 115.000Rp 61.500 - Rp 94.300;04.07;(2,7k);2610;Yes (2,1k);No (90);Maybe (513)
1639387334-73;https://www.sociolla.com/179-treatment?page=48;;https://www.sociolla.com/toner/40397-witch-hazel-rose-petal;Thayers;Witch Hazel - Rose Petal;Witch Hazel - Rose Petal;Rp 115.000 - Rp 230.000;04.03;-305;262;Yes (185);No (44);Maybe (76)
1639391492-727;https://www.sociolla.com/179-treatment?page=3;;https://www.sociolla.com/toner/10422-miraculous-refining-toner;Avoskin;Miraculous Refining Toner;Miraculous Refining Toner;Rp 97.900 - Rp 207.900Rp 88.110 - Rp 166.320;04.06;(5,3k);4672;Yes (4k);No (305);Maybe (924)
1639387594-109;https://www.sociolla.com/179-treatment?page=46;;https://www.sociolla.com/toner/10470-anti-aging-refresh-toner;Elsheskin;Anti Aging Refresh Toner;Anti Aging Refresh Toner;Rp 65.000Rp 63.700;04.02;-47;38;Yes (24);No (13);Maybe (10)
1639391155-677;https://www.sociolla.com/179-treatment?page=9;;https://www.sociolla.com/acne-blemish-treatments/44607-acne-back-spray;Erha;Acneact Acne Back Spray;Acneact Acne Back Spray;Rp 93.500Rp 82.280;04.05;-90;75;Yes (65);No (10);Maybe (15)
1639390848-629;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/booster/10576-nature-daily-seaweed-primary-skin-hydrating-booster;Wardah;Nature Daily Seaweed Primary Skin Hydrating Booster;Nature Daily Seaweed Primary Skin Hydrating Booster;Rp35.000;04.05;-923;843;Yes (656);No (86);Maybe (181)
1639389003-329;https://www.sociolla.com/179-treatment?page=31;;https://www.sociolla.com/essence/10988-clear-treatment-essence;KOSE;Sekkisei Clear Treatment Essence;Sekkisei Clear Treatment Essence;Rp499.000;04.09;-17;16;Yes (12);No (0);Maybe (5)
1639388507-250;https://www.sociolla.com/179-treatment?page=36;;https://www.sociolla.com/toner/27436-yes-i-m-toner-aha-5;Jumiso;Yes I'm Toner AHA 5%;Yes I'm Toner AHA 5%;Rp 290.000Rp 174.000;04.05;-74;61;Yes (41);No (8);Maybe (25)
1639390282-535;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/toner/56045-your-skin-bae-toner-vitamin-c-2-niacinamide-2-carrot-extract-raspberry;Avoskin;Your Skin Bae Toner Vitamin C 2% + Niacinamide 2% + Carrot Extract + Raspberry;Your Skin Bae Toner Vitamin C 2% + Niacinamide 2% + Carrot Extract + Raspberry;Rp 174.900Rp 157.410;04.07;-80;74;Yes (62);No (4);Maybe (14)
1639390876-634;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/eye-care/55691-steambase-daily-eyemask-lavender-blue-water-5pcs;Steambase;STEAMBASE WARMING EYEMASK - LAVENDER BLUE WATER (5PCS);STEAMBASE WARMING EYEMASK - LAVENDER BLUE WATER (5PCS);Rp 79.600Rp 71.640;null;null;null;null;null;null
1639388737-287;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/toner/16585-citrus-comb-facial-toner;Joylab;Citrus Comb Facial Toner;Citrus Comb Facial Toner;Rp 170.000Rp 127.500;04.06;-45;41;Yes (28);No (3);Maybe (14)
1639388845-305;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/essence/11808-oil-essence-essence-like-oil-like;Huxley;Oil Essence Essence-Like Oil-Like;Oil Essence Essence-Like Oil-Like;Rp 490.000Rp 294.000;04.04;-104;99;Yes (55);No (13);Maybe (36)
1639389510-413;https://www.sociolla.com/179-treatment?page=26;;https://www.sociolla.com/face-serum/28290-everwhite-cica-soothing-serum-free-sheet-mask;Everwhite;Everwhite Cica Soothing Serum FREE SHEET MASK;Everwhite Cica Soothing Serum FREE SHEET MASK;Rp 127.600Rp 108.460;null;null;null;null;null;null
1639391557-737;https://www.sociolla.com/179-treatment?page=2;;https://www.sociolla.com/face-serum/9656-freshly-juiced-vitamin-drop;Dear Klairs;Freshly Juiced Vitamin Drop;Freshly Juiced Vitamin Drop;Rp 350.000Rp 297.500;04.02;-905;791;Yes (537);No (138);Maybe (230)
1639389197-360;https://www.sociolla.com/179-treatment?page=29;;https://www.sociolla.com/face-serum/55089-hyaluronic-acid-hydrated-serum;True To Skin;Hyaluronic Acid Hydrated Serum;Hyaluronic Acid Hydrated Serum;Rp109.000;04.07;-163;143;Yes (119);No (4);Maybe (40)
1639391213-686;https://www.sociolla.com/179-treatment?page=8;;https://www.sociolla.com/acne-blemish-treatments/57204-whitelab-acne-cream;Whitelab;Whitelab Acne Cream;Whitelab Acne Cream;Rp61.950;04.05;-326;266;Yes (239);No (17);Maybe (70)
1639390132-513;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/skincare/28403-ginseng-serum;I'm From;Ginseng Serum;Ginseng Serum;Rp 365.000Rp 273.750;04.04;-32;21;Yes (18);No (2);Maybe (12)
1639391504-729;https://www.sociolla.com/179-treatment?page=3;;https://www.sociolla.com/lip-care/8952-ointment;Pure Paw Paw;Ointment;Ointment;Rp 68.000Rp 44.200 - Rp 51.000;04.06;(5,5k);5209;Yes (4,5k);No (194);Maybe (784)
1639390823-625;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/acne-blemish-treatments/10497-zit-zapper-for-acne;Mineral Botanica;Zit Zapper For Acne;Zit Zapper For Acne;Rp 56.900Rp 42.675;04.06;-43;33;Yes (27);No (8);Maybe (8)
1639388321-221;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/anti-aging/7991-rna-power-radical-new-age-essence;SK-II;R.N.A. Power Radical New Age Essence;R.N.A. Power Radical New Age Essence;Rp 1.987.500 - Rp 3.263.000Rp 1.472.000 - Rp 2.334.500;04.07;-24;22;Yes (17);No (3);Maybe (4)
1639387293-67;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/essence/59378-misa-yei-hyun-essence;Missha;Misa Yei Hyun Essence;Misa Yei Hyun Essence;Rp 519.000Rp 233.550;null;null;null;null;null;null
1639389344-385;https://www.sociolla.com/179-treatment?page=28;;https://www.sociolla.com/face-serum/57448-silvermoon-serum;Haple;Sliver Moon Calming Serum;Sliver Moon Calming Serum;Rp 139.000Rp 111.200;04.07;-35;26;Yes (24);No (1);Maybe (10)
1639387287-65;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/lip-care/13026-botanical-lip-protection-15-ml;Sensatia Botanicals;Botanical Lip Protection - 15 ml;Botanical Lip Protection - 15 ml;Rp 60.000Rp 48.000;04.04;-41;34;Yes (25);No (6);Maybe (10)
1639388078-183;https://www.sociolla.com/179-treatment?page=41;;https://www.sociolla.com/acne-blemish-treatments/56217-acne-expert-acne-treatment-gel;Safi;Acne Expert Acne Treatment Gel;Acne Expert Acne Treatment Gel;Rp 60.000Rp 46.200;04.07;-64;51;Yes (46);No (5);Maybe (13)
1639390958-647;https://www.sociolla.com/179-treatment?page=11;;https://www.sociolla.com/toner/14486-supple-preparation-facial-toner-miniature-30ml;Dear Klairs;Supple Preparation Facial Toner Miniature 30ml;Supple Preparation Facial Toner Miniature 30ml;Rp 85.000Rp 72.250;04.05;-220;195;Yes (147);No (21);Maybe (52)
1639388531-254;https://www.sociolla.com/179-treatment?page=36;;https://www.sociolla.com/scrub-exfoliator/47695-fresh-radiance-brightening-scrub;Azarine;Fresh Radiance Brightening Scrub;Fresh Radiance Brightening Scrub;Rp32.500;04.07;-78;66;Yes (53);No (5);Maybe (20)
1639387362-78;https://www.sociolla.com/179-treatment?page=48;;https://www.sociolla.com/toner/14669-5-control-cleansing-toner;Dr. Ceuracle;5α Control Cleansing Toner;5α Control Cleansing Toner;Rp 450.000Rp 292.500;04.09;-2;2;Yes (1);No (0);Maybe (1)
1639388830-302;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/skincare/16133-crystallure-superme-advance-eye-serum;Wardah;Crystallure Superme Advance Eye Serum;Crystallure Superme Advance Eye Serum;Rp163.000;04.04;-57;45;Yes (33);No (14);Maybe (10)
1639391456-722;https://www.sociolla.com/179-treatment?page=4;;https://www.sociolla.com/anti-aging/27314-age-miracle-day-cream;Pond's;Age Miracle Day Cream;Age Miracle Day Cream;Rp 45.700 - Rp 133.000Rp 36.560 - Rp 86.450;04.07;-116;101;Yes (92);No (6);Maybe (18)
1639390799-622;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/face-serum/47684-bounce-and-glow-serum;WESTCARE;Bounce and Glow Serum;Bounce and Glow Serum;Rp 250.000Rp 175.000;04.08;-51;49;Yes (46);No (0);Maybe (5)
1639387407-85;https://www.sociolla.com/179-treatment?page=48;;https://www.sociolla.com/face-serum/11474-serum-vitamin-c-whitening-plus;Humphreys;Serum Vitamin C Whitening Plus 20 ml;Serum Vitamin C Whitening Plus 20 ml;Rp74.900;04.02;-115;87;Yes (38);No (27);Maybe (50)
1639388419-236;https://www.sociolla.com/179-treatment?page=37;;https://www.sociolla.com/toner/59690-hyaluronic-dewy-radiance-toner;AHC;Hyaluronic Dewy Radiance Toner;Hyaluronic Dewy Radiance Toner;Rp 375.000Rp 337.500;null;null;null;null;null;null
1639390451-563;https://www.sociolla.com/179-treatment?page=17;;https://www.sociolla.com/lip-care/9494-lip-serum;Elsheskin;Lip Serum;Lip Serum;Rp 71.000Rp 53.250;04.03;-311;262;Yes (173);No (47);Maybe (91)
1639390289-536;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/acne-blemish-treatments/57685-sticker-jerawat;Breylee;Sticker Jerawat;Sticker Jerawat;Rp 30.000 - Rp 35.000Rp 22.800 - Rp 24.850;04.03;-83;51;Yes (44);No (18);Maybe (21)
1639389425-399;https://www.sociolla.com/179-treatment?page=27;;https://www.sociolla.com/toner/52392-hebal-calendula-hydrating-facial-toner;Votre Peau;Herbal Calendula Hydrating Facial Toner;Herbal Calendula Hydrating Facial Toner;Rp 185.000Rp 129.500;04.06;-38;33;Yes (27);No (2);Maybe (9)
1639387792-137;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/face-serum/58410-good-cera-ceramide-cream-in-serum;Holika Holika;Good Cera Ceramide Cream In Serum;Good Cera Ceramide Cream In Serum;Rp 428.000Rp 321.000;null;null;null;null;null;null
1639388254-211;https://www.sociolla.com/179-treatment?page=40;;https://www.sociolla.com/ampoule/15781-hydrium-triple-hyaluronic-moisture-ampoule;COSRX;Hydrium Triple Hyaluronic Moisture Ampoule;Hydrium Triple Hyaluronic Moisture Ampoule;Rp 350.000Rp 227.500;04.06;-109;101;Yes (85);No (6);Maybe (18)
1639389101-345;https://www.sociolla.com/179-treatment?page=30;;https://www.sociolla.com/acne-blemish-treatments/55439-acneact-acne-clarifying-toner-60-ml;Erha;AcneAct Acne Clarifying Toner;AcneAct Acne Clarifying Toner;Rp 107.690Rp 92.613;04.06;-15;12;Yes (12);No (0);Maybe (3)
1639387128-39;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/toner/57896-age-defense-toner;Raiku;AGE DEFENSE TONER;AGE DEFENSE TONER;Rp 128.000Rp 102.400;null;null;null;null;null;null
1639389674-441;https://www.sociolla.com/179-treatment?page=24;;https://www.sociolla.com/toner/60775-rx-hydrating-find-your-go-to-toner;COSRX;RX HYDRATING - FIND YOUR GO-TO TONER;RX HYDRATING - FIND YOUR GO-TO TONER;Rp 250.000Rp 212.500;04.04;-2;1;Yes (2);No (0);Maybe (0)
1639390699-604;https://www.sociolla.com/179-treatment?page=14;;https://www.sociolla.com/face-serum/50678-glo-it-up-peptide-serum;Mineral Botanica;Glo It Up Peptide Serum;Glo It Up Peptide Serum;Rp 125.000Rp 93.750;04.07;-55;38;Yes (46);No (0);Maybe (9)
1639387985-169;https://www.sociolla.com/179-treatment?page=42;;https://www.sociolla.com/face-serum/24018-all-day-brightening-and-balancing-facial-serum;Jumiso;All Day Brightening and Balancing Facial Serum;All Day Brightening and Balancing Facial Serum;Rp 340.000Rp 204.000;04.06;-139;129;Yes (86);No (8);Maybe (45)
1639389436-401;https://www.sociolla.com/179-treatment?page=27;;https://www.sociolla.com/toner/53608-pure-fit-cica-toner;COSRX;Pure Fit Cica Toner;Pure Fit Cica Toner;Rp 295.000Rp 221.250;04.06;-96;85;Yes (77);No (3);Maybe (16)
1639388296-217;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/essence/57038-garnier-sakura-glow-hyaluron-water-glow-essence;Garnier;Garnier Sakura Glow Hyaluron Water - Glow Essence;Garnier Sakura Glow Hyaluron Water - Glow Essence;Rp 48.000 - Rp 130.000Rp 43.200 - Rp 106.600;04.08;-540;518;Yes (455);No (18);Maybe (67)
1639391551-736;https://www.sociolla.com/179-treatment?page=2;;https://www.sociolla.com/acne-blemish-treatments/10023-acne-patch-day;Derma Angel;Acne Patch Day;Acne Patch Day;Rp 17.000 - Rp 31.000Rp 17.000 - Rp 26.350;04.05;(3,5k);3174;Yes (2,4k);No (220);Maybe (840)
1639387178-49;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/eye-care/51851-vital-perfection-uplifting-and-firming-eye-cream;Shiseido;Vital Perfection Uplifting and Firming Eye Cream;Vital Perfection Uplifting and Firming Eye Cream;Rp1.300.000;null;null;null;null;null;null
1639390638-595;https://www.sociolla.com/179-treatment?page=15;;https://www.sociolla.com/face-serum/52393-vitamin-c-pour-maharis-clinic-with-tranexamic-acid-sodium-hyaluronic-and-salicylic-acid;Votre Peau;Vitamin C pour Maharis Clinic with Tranexamic Acid, Sodium Hyaluronic & Salicylic Acid;Vitamin C pour Maharis Clinic with Tranexamic Acid, Sodium Hyaluronic & Salicylic Acid;Rp 380.000Rp 250.800;04.06;-84;73;Yes (60);No (3);Maybe (21)
1639388125-191;https://www.sociolla.com/179-treatment?page=41;;https://www.sociolla.com/toner/40526-cacao-moist-and-mild-toner;Benton;Cacao Moist and Mild Toner;Cacao Moist and Mild Toner;Rp 270.000Rp 162.000;04.03;-26;24;Yes (17);No (5);Maybe (4)
1639387453-90;https://www.sociolla.com/179-treatment?page=47;;https://www.sociolla.com/essence/34470-white-radiance-cellucent-white-essence-serum;Olay;White Radiance Light Perfecting Essence;White Radiance Light Perfecting Essence;Rp259.000;04.04;-14;13;Yes (10);No (2);Maybe (2)
1639387432-87;https://www.sociolla.com/179-treatment?page=47;;https://www.sociolla.com/acne-blemish-treatments/49259-tinh-dau-cham-mun-tea-tree;Some By Mi;30 Days Miracle Tea Tree Clear Spot Oil;30 Days Miracle Tea Tree Clear Spot Oil;Rp280.000;04.04;-9;5;Yes (6);No (1);Maybe (2)
1639387850-147;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/face-serum/62178-radiant-supple-serum;Elsheskin;Radiant Supple Serum;Radiant Supple Serum;Rp 129.000 - Rp 215.000;null;null;null;null;null;null
1639390842-628;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/face-serum/53764-tea-tree-bija-pro-acne-serum;Rojukiss;Tea Tree Bija Pro Acne Serum;Tea Tree Bija Pro Acne Serum;Rp 19.500Rp 15.600;04.07;-329;274;Yes (278);No (9);Maybe (42)
1639391237-690;https://www.sociolla.com/179-treatment?page=8;;https://www.sociolla.com/toner/25885-full-fit-propolis-synergy-toner;COSRX;Full Fit Propolis Synergy Toner;Full Fit Propolis Synergy Toner;Rp 99.000 - Rp 225.000Rp 79.200 - Rp 157.500;04.06;(1,2k);1019;Yes (894);No (60);Maybe (210)
1639389287-375;https://www.sociolla.com/179-treatment?page=28;;https://www.sociolla.com/essence/15866-aquazene-effector;Acwell;Aquazene Effector;Aquazene Effector;Rp 300.000Rp 195.000;04.07;-3;2;Yes (3);No (0);Maybe (0)
1639387827-143;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/toner/4042-toner;Make Over;Toner;Toner;Rp55.000;04.03;-27;22;Yes (13);No (4);Maybe (10)
1639391590-742;https://www.sociolla.com/179-treatment?page=1;;https://www.sociolla.com/face-serum/9660-midnight-blue-activating-youth-drop;Dear Klairs;Midnight Blue Activating Youth Drop;Midnight Blue Activating Youth Drop;Rp 430.000Rp 365.500;04.04;-125;114;Yes (84);No (7);Maybe (34)
1639389124-349;https://www.sociolla.com/179-treatment?page=30;;https://www.sociolla.com/skincare/53925-golden-age-2-in-1-essence;YOU Makeups;Golden Age 2 in 1  Essence;Golden Age 2 in 1  Essence;Rp 159.000Rp 135.150;04.06;-20;15;Yes (13);No (2);Maybe (5)
1639389721-449;https://www.sociolla.com/179-treatment?page=24;;https://www.sociolla.com/lip-care/25694-glow-activating-serum;LIPLAPIN;Glow Activating Serum;Glow Activating Serum;Rp 119.000Rp 89.250;04.04;-17;14;Yes (9);No (2);Maybe (6)
1639388218-205;https://www.sociolla.com/179-treatment?page=40;;https://www.sociolla.com/anti-aging/58185-lng-pr-youth-emulsion-100ml-ol21;Laneige;LNG PR Youth Emulsion 100ml (OL21);LNG PR Youth Emulsion 100ml (OL21);Rp 809.000Rp 488.000;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639388474-245;https://www.sociolla.com/179-treatment?page=37;;https://www.sociolla.com/essence/55007-lng-water-bank-hydro-essence-70ml-ol21;Laneige;LNG Water Bank Hydro Essence 70ml (OL21);LNG Water Bank Hydro Essence 70ml (OL21);Rp 763.000Rp 480.000;04.01;-2;0;Yes (0);No (1);Maybe (1)
1639389203-361;https://www.sociolla.com/179-treatment?page=29;;https://www.sociolla.com/booster/55374-age-corrector-night-charge;Erha;Age Corrector Nightcharge 15ml - Retinol & Phytosqualane;Age Corrector Nightcharge 15ml - Retinol & Phytosqualane;Rp 214.500Rp 184.470;04.06;-12;7;Yes (9);No (0);Maybe (3)
1639388702-281;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/toner/28030-truwhite-brightening-face-toner;Erha;Truwhite Brightening Face Toner;Truwhite Brightening Face Toner;Rp 126.500Rp 111.320;04.05;-17;11;Yes (11);No (0);Maybe (6)
1639390894-637;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/face-serum/54450-centella-herb-serum-unscented;The Aubree;Centella Herb Serum Unscented;Centella Herb Serum Unscented;Rp 99.000Rp 69.300;04.06;-261;227;Yes (186);No (13);Maybe (62)
1639387220-55;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/face-serum/26247-delicate-dream-serum;The Bath Box;Delicate Dream Serum;Delicate Dream Serum;Rp229.000;04.03;-6;5;Yes (2);No (0);Maybe (4)
1639388481-246;https://www.sociolla.com/179-treatment?page=37;;https://www.sociolla.com/essence/10263-vital-treatment-8-nourishing-beans;BLITHE;Vital Treatment 8 Nourishing Beans;Vital Treatment 8 Nourishing Beans;Rp 300.000 - Rp 740.000;04.05;-59;58;Yes (33);No (5);Maybe (21)
1639387990-170;https://www.sociolla.com/179-treatment?page=42;;https://www.sociolla.com/face-serum/56667-super-matcha-pore-tightening-serum;Some By Mi;Super Matcha Pore Tightening Serum;Super Matcha Pore Tightening Serum;Rp480.000;04.05;-61;40;Yes (36);No (7);Maybe (18)
1639390238-529;https://www.sociolla.com/179-treatment?page=19;;https://www.sociolla.com/face-serum/60929-brightening-essence-serum-chromabright;Everwhite;KSH Brightening Essence Serum - Chromabright;KSH Brightening Essence Serum - Chromabright;Rp 137.500Rp 110.000;04.07;-5;3;Yes (3);No (0);Maybe (2)
1639389259-371;https://www.sociolla.com/179-treatment?page=29;;https://www.sociolla.com/face-serum/59363-pomegranate-serum;Breylee;Pomegranate Serum;Pomegranate Serum;Rp 425.000Rp 127.500;04.06;-42;25;Yes (28);No (1);Maybe (13)
1639391355-707;https://www.sociolla.com/179-treatment?page=6;;https://www.sociolla.com/face-serum/55196-whitelab-peeling-serum;Whitelab;Peeling Serum AHA BHA PHA;Peeling Serum AHA BHA PHA;Rp78.750;04.08;-431;390;Yes (349);No (10);Maybe (72)
1639387146-42;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/face-serum/4000-face-serum;Utama Spice;Face Serum;Face Serum;Rp 152.000Rp 91.200;04.00;-14;10;Yes (4);No (5);Maybe (5)
1639390107-509;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/acne-blemish-treatments/29851-acne-spot-gel;null;;null;null;null;null;null;null;null;null
1639388757-291;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/toner/57165-good-skin-day-toner-sebum-solutions;Biyu;Sebum Solutions Toner;Sebum Solutions Toner;Rp 109.000Rp 94.830;04.08;-4;4;Yes (4);No (0);Maybe (0)
1639387703-123;https://www.sociolla.com/179-treatment?page=45;;https://www.sociolla.com/toner/52175-acneact-witch-hazel-and-zinc-gluconate-pore-minimizing-toner;Erha;Acneact Witch Hazel & Zinc Gluconate Pore Minimizing Toner;Acneact Witch Hazel & Zinc Gluconate Pore Minimizing Toner;Rp 119.900Rp 105.512;04.06;-17;13;Yes (9);No (1);Maybe (7)
1639387945-163;https://www.sociolla.com/179-treatment?page=43;;https://www.sociolla.com/face-serum/15240-new-ceramidin-serum;Dr Jart;New Ceramidin Serum;New Ceramidin Serum;Rp 600.000Rp 540.000;04.03;-6;6;Yes (4);No (0);Maybe (2)
1639391249-691;https://www.sociolla.com/179-treatment?page=7;;https://www.sociolla.com/face-serum/58004-scarlett-whitening-glowtening-serum;Scarlett Whitening;Scarlett Whitening Glowtening Serum;Scarlett Whitening Glowtening Serum;Rp 82.500Rp 74.250;04.06;-446;382;Yes (353);No (23);Maybe (70)
1639389992-492;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/face-serum/53877-whitelab-acne-calming-serum;Whitelab;Acne Calming Serum;Acne Calming Serum;Rp78.750;04.08;-838;737;Yes (680);No (43);Maybe (115)
1639389076-341;https://www.sociolla.com/179-treatment?page=31;;https://www.sociolla.com/anti-aging/25551-the-wrinkless;KOSE;One by Kose The Wrinkless;One by Kose The Wrinkless;Rp869.000;04.09;-4;4;Yes (4);No (0);Maybe (0)
